ranking,nome_jogo,plataforma,ano,genero,editora,NA_vendas,EU_vendas,JP_vendas,outras_vendas,global_vendas,preco,receita_NA,receita_EU,receita_JP,receita_outras,receita_global,anos_desde_lancamento
1991,MVP Baseball 2003,PS2,2003.0,Sports,Electronic Arts,0.51,0.4,0.0,0.13,1.04,36.73,18.73,14.69,0.0,4.77,38.2,21
1992,Legacy of Kain: Soul Reaver,PS,,Action,Eidos Interactive,0.58,0.4,0.0,0.07,1.04,42.7,24.77,17.08,0.0,2.99,44.41,0
1993,Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007.0,Fighting,Atari,0.33,0.37,0.26,0.09,1.04,10.27,3.39,3.8,2.67,0.92,10.68,17
1994,Disney Tangled,DS,2010.0,Action,Disney Interactive Studios,0.58,0.37,0.0,0.09,1.04,66.51,38.58,24.61,0.0,5.99,69.17,14
1995,Tales of Destiny,PS,1997.0,Role-Playing,Namco Bandai Games,0.09,0.06,0.83,0.07,1.04,53.33,4.8,3.2,44.26,3.73,55.46,27
1996,ATV: Quad Power Racing,PS,2000.0,Racing,Acclaim Entertainment,0.58,0.39,0.0,0.07,1.04,10.6,6.15,4.13,0.0,0.74,11.02,24
1997,Disney Fairies: Tinker Bell and the Lost Treasure,DS,2009.0,Adventure,Disney Interactive Studios,0.57,0.35,0.02,0.1,1.04,59.14,33.71,20.7,1.18,5.91,61.51,15
1998,Mega Man X4,PS,1996.0,Action,Virgin Interactive,0.45,0.3,0.22,0.07,1.04,56.82,25.57,17.05,12.5,3.98,59.09,28
1999,Naruto: Clash of Ninja 2,GC,2003.0,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04,64.32,28.3,7.72,28.94,1.93,66.89,21
2000,Dance Dance Revolution SuperNOVA,PS2,2006.0,Simulation,Konami Digital Entertainment,0.87,0.03,0.0,0.14,1.04,46.71,40.64,1.4,0.0,6.54,48.58,18
2001,Brink,X360,2011.0,Shooter,Bethesda Softworks,0.59,0.35,0.01,0.09,1.04,26.03,15.36,9.11,0.26,2.34,27.07,13
2002,F-Zero: Maximum Velocity,GBA,2001.0,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04,43.37,16.91,6.94,16.05,5.2,45.1,23
2003,Bomberman 64,N64,1997.0,Puzzle,Hudson Soft,0.5,0.2,0.31,0.03,1.04,31.99,16.0,6.4,9.92,0.96,33.27,27
2004,Jeremy McGrath Supercross 98,PS,1998.0,Racing,Acclaim Entertainment,0.91,0.1,0.0,0.03,1.04,34.03,30.97,3.4,0.0,1.02,35.39,26
2005,LEGO Indiana Jones 2: The Adventure Continues,X360,2009.0,Action,Activision,0.62,0.33,0.0,0.09,1.04,53.15,32.95,17.54,0.0,4.78,55.28,15
2006,Project CARS,PS4,2015.0,Racing,Slightly Mad Studios,0.17,0.69,0.02,0.15,1.04,34.96,5.94,24.12,0.7,5.24,36.36,9
2007,Need for Speed: Most Wanted,XB,2005.0,Racing,Electronic Arts,0.53,0.46,0.0,0.05,1.04,36.02,19.09,16.57,0.0,1.8,37.46,19
2008,Kirby: Mass Attack,DS,2011.0,Platform,Nintendo,0.52,0.06,0.41,0.05,1.04,15.59,8.11,0.94,6.39,0.78,16.21,13
2009,LEGO Marvel Super Heroes,XOne,2013.0,Action,Warner Bros. Interactive Entertainment,0.61,0.34,0.0,0.09,1.04,43.93,26.8,14.94,0.0,3.95,45.69,11
2010,ZhuZhu Pets,DS,2010.0,Simulation,Activision,0.68,0.27,0.0,0.09,1.04,41.64,28.32,11.24,0.0,3.75,43.31,14
2011,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007.0,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.04,18.82,6.4,9.03,0.38,3.58,19.57,17
2012,MotorStorm: Arctic Edge,PSP,2009.0,Racing,Sony Computer Entertainment,0.16,0.58,0.0,0.3,1.04,61.04,9.77,35.4,0.0,18.31,63.48,15
2013,WipEout Pure,PSP,2005.0,Racing,Sony Computer Entertainment,0.47,0.34,0.0,0.22,1.04,52.59,24.72,17.88,0.0,11.57,54.69,19
2014,EA Sports UFC,PS4,2014.0,Sports,Electronic Arts,0.46,0.4,0.01,0.17,1.04,63.64,29.27,25.46,0.64,10.82,66.19,10
2015,MX vs. ATV Unleashed,PS2,2005.0,Racing,THQ,0.86,0.03,0.0,0.14,1.03,15.95,13.72,0.48,0.0,2.23,16.43,19
2016,Sonic Unleashed,PS3,2008.0,Platform,Sega,0.56,0.33,0.01,0.14,1.03,50.7,28.39,16.73,0.51,7.1,52.22,16
2017,Tiger Woods PGA Tour 08,Wii,2007.0,Sports,Electronic Arts,0.94,0.02,0.0,0.08,1.03,13.2,12.41,0.26,0.0,1.06,13.6,17
2018,Rayman Origins,PS3,2011.0,Platform,Ubisoft,0.33,0.51,0.01,0.18,1.03,42.56,14.04,21.71,0.43,7.66,43.84,13
2019,Epic Mickey 2: The Power of Two,Wii,2012.0,Action,Disney Interactive Studios,0.72,0.23,0.0,0.08,1.03,19.42,13.98,4.47,0.0,1.55,20.0,12
2020,NCAA March Madness 2004,PS2,2003.0,Sports,Electronic Arts,0.5,0.39,0.0,0.13,1.03,66.29,33.15,25.85,0.0,8.62,68.28,21
2021,Donkey Kong Land III,GB,,Platform,Nintendo,0.68,0.31,0.0,0.04,1.03,60.39,41.07,18.72,0.0,2.42,62.2,0
2022,Bomberman,NES,1985.0,Puzzle,Hudson Soft,0.18,0.0,0.85,0.0,1.03,61.38,11.05,0.0,52.17,0.0,63.22,39
2023,The Simpsons Game,Wii,2007.0,Action,Electronic Arts,0.45,0.47,0.0,0.11,1.03,45.77,20.6,21.51,0.0,5.03,47.14,17
2024,Tomb Raider,PC,1996.0,Action,Eidos Interactive,0.96,0.07,0.0,0.0,1.03,31.04,29.8,2.17,0.0,0.0,31.97,28
2025,Rock Band 2,Wii,2008.0,Misc,MTV Games,0.94,0.01,0.0,0.08,1.03,43.5,40.89,0.44,0.0,3.48,44.8,16
2026,Street Fighter Alpha 3,PS,1998.0,Fighting,Virgin Interactive,0.38,0.12,0.51,0.02,1.03,66.15,25.14,7.94,33.74,1.32,68.13,26
2027,Bulletstorm,X360,2011.0,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02,66.46,40.54,21.27,0.66,5.32,67.79,13
2028,FIFA Soccer 08,Wii,2007.0,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02,28.71,9.19,16.94,0.29,3.16,29.28,17
2029,Naruto: Clash of Ninja Revolution,Wii,2007.0,Fighting,Tomy Corporation,0.45,0.46,0.0,0.11,1.02,46.19,20.79,21.25,0.0,5.08,47.11,17
2030,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007.0,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02,14.6,12.7,0.73,0.29,1.17,14.89,17
2031,ZombiU,WiiU,2012.0,Action,Ubisoft,0.53,0.36,0.05,0.08,1.02,28.72,15.22,10.34,1.44,2.3,29.29,12
2032,Shrek 2,GC,2004.0,Platform,Activision,0.73,0.26,0.01,0.03,1.02,14.74,10.76,3.83,0.15,0.44,15.03,20
2033,Petz: Catz 2,DS,2007.0,Simulation,Ubisoft,0.51,0.4,0.0,0.11,1.02,44.61,22.75,17.84,0.0,4.91,45.5,17
2034,Tales of Graces f,PS3,2010.0,Role-Playing,Namco Bandai Games,0.28,0.21,0.45,0.08,1.02,57.09,15.99,11.99,25.69,4.57,58.23,14
2035,Final Fight 2,SNES,1993.0,Action,Capcom,0.39,0.12,0.49,0.02,1.02,59.09,23.05,7.09,28.95,1.18,60.27,31
2036,Wall-E,Wii,2008.0,Platform,THQ,0.51,0.4,0.0,0.11,1.02,16.74,8.54,6.7,0.0,1.84,17.07,16
2037,The Lost World: Jurassic Park,PS,1997.0,Action,Electronic Arts,0.57,0.39,0.0,0.07,1.02,29.09,16.58,11.35,0.0,2.04,29.67,27
2038,Ace Combat 6: Fires of Liberation,X360,2007.0,Simulation,Atari,0.69,0.04,0.22,0.06,1.02,32.95,22.74,1.32,7.25,1.98,33.61,17
2039,Madden NFL 07,XB,2006.0,Sports,Electronic Arts,0.97,0.03,0.0,0.03,1.02,66.79,64.79,2.0,0.0,2.0,68.13,18
2040,Disney Infinity 2.0: Marvel Super Heroes,PS3,2014.0,Action,Disney Interactive Studios,0.44,0.4,0.0,0.17,1.02,25.68,11.3,10.27,0.0,4.37,26.19,10
2041,Harry Potter and the Prisoner of Azkaban,PS2,2004.0,Action,Electronic Arts,0.5,0.39,0.0,0.13,1.02,64.54,32.27,25.17,0.0,8.39,65.83,20
2042,Pong: The Next Level,PS,1998.0,Puzzle,Hasbro Interactive,0.56,0.38,0.0,0.07,1.01,68.01,38.09,25.84,0.0,4.76,68.69,26
2043,Bayonetta 2,WiiU,2014.0,Action,Nintendo,0.34,0.28,0.1,0.3,1.01,13.36,4.54,3.74,1.34,4.01,13.49,10
2044,Prince of Persia,X360,2008.0,Action,Ubisoft,0.54,0.35,0.02,0.1,1.01,31.57,17.05,11.05,0.63,3.16,31.89,16
2045,God of War: Ghost of Sparta,PSP,2010.0,Action,Sony Computer Entertainment,0.41,0.36,0.03,0.21,1.01,19.54,8.01,7.03,0.59,4.1,19.74,14
2046,Sonic Generations,3DS,2011.0,Platform,Sega,0.44,0.46,0.01,0.09,1.01,67.67,29.77,31.13,0.68,6.09,68.35,13
2047,Ninja Gaiden II,X360,2008.0,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,67.24,43.71,14.79,3.36,6.72,67.91,16
2048,NBA Jam Tournament Edition,SNES,1995.0,Sports,Acclaim Entertainment,0.87,0.12,0.0,0.02,1.01,38.96,33.9,4.68,0.0,0.78,39.35,29
2049,Championship Manager 3,PC,2003.0,Sports,Eidos Interactive,0.0,0.93,0.0,0.08,1.01,27.9,0.0,25.95,0.0,2.23,28.18,21
2050,Guitar Hero: Warriors of Rock,Wii,2010.0,Misc,Activision,0.48,0.44,0.0,0.09,1.01,31.93,15.33,14.05,0.0,2.87,32.25,14
2051,Oshare Majo Love and Berry: DS Collection,DS,2006.0,Misc,Sega,0.0,0.0,1.01,0.0,1.01,21.97,0.0,0.0,22.19,0.0,22.19,18
2052,Monster Rancher,PS,1997.0,Simulation,Tecmo Koei,0.12,0.08,0.74,0.07,1.01,60.98,7.32,4.88,45.13,4.27,61.59,27
2053,The LEGO Movie Videogame,PS3,2014.0,Action,Warner Bros. Interactive Entertainment,0.33,0.48,0.02,0.18,1.01,67.37,22.23,32.34,1.35,12.13,68.04,10
2054,DiRT 2,PS3,2009.0,Racing,Codemasters,0.27,0.53,0.0,0.2,1.01,43.26,11.68,22.93,0.0,8.65,43.69,15
2055,Rayman Legends,PS4,2014.0,Platform,Ubisoft,0.21,0.61,0.0,0.18,1.01,22.54,4.73,13.75,0.0,4.06,22.77,10
2056,NERF N-Strike Elite,Wii,2009.0,Shooter,Electronic Arts,0.93,0.0,0.0,0.07,1.0,36.95,34.36,0.0,0.0,2.59,36.95,15
2057,Ford Racing 2,PS2,2003.0,Racing,Empire Interactive,0.49,0.38,0.0,0.13,1.0,42.71,20.93,16.23,0.0,5.55,42.71,21
2058,Breath of Fire III,PS,1997.0,Role-Playing,Capcom,0.29,0.19,0.46,0.07,1.0,60.42,17.52,11.48,27.79,4.23,60.42,27
2059,PES 2009: Pro Evolution Soccer,X360,2008.0,Sports,Konami Digital Entertainment,0.13,0.76,0.03,0.09,1.0,12.96,1.68,9.85,0.39,1.17,12.96,16
2060,Dead or Alive 2,PS2,2000.0,Fighting,Tecmo Koei,0.3,0.24,0.38,0.08,1.0,48.85,14.66,11.72,18.56,3.91,48.85,24
2061,1942,NES,1985.0,Shooter,Capcom,0.65,0.14,0.21,0.0,1.0,45.55,29.61,6.38,9.57,0.0,45.55,39
2062,Excitebike 64,N64,2000.0,Racing,Nintendo,0.65,0.15,0.19,0.01,1.0,11.16,7.25,1.67,2.12,0.11,11.16,24
2063,NES Open Tournament Golf,NES,1991.0,Sports,Nintendo,0.41,0.1,0.47,0.02,1.0,12.0,4.92,1.2,5.64,0.24,12.0,33
2064,Game & Watch Gallery,GB,1997.0,Misc,Nintendo,0.63,0.25,0.09,0.03,1.0,41.57,26.19,10.39,3.74,1.25,41.57,27
2065,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004.0,Misc,Sammy Corporation,0.0,0.0,1.0,0.0,1.0,26.51,0.0,0.0,26.51,0.0,26.51,20
2066,SoulCalibur II,XB,2003.0,Fighting,Namco Bandai Games,0.78,0.18,0.03,0.0,1.0,52.18,40.7,9.39,1.57,0.0,52.18,21
2067,Haze,PS3,2008.0,Shooter,Ubisoft,0.49,0.33,0.02,0.15,1.0,18.91,9.27,6.24,0.38,2.84,18.91,16
2068,UFC Undisputed 3,X360,2012.0,Action,THQ,0.72,0.21,0.0,0.07,1.0,42.45,30.56,8.91,0.0,2.97,42.45,12
2069,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),X360,2006.0,Sports,Konami Digital Entertainment,0.08,0.9,0.02,0.0,1.0,54.07,4.33,48.66,1.08,0.0,54.07,18
2070,Road & Track Presents: The Need for Speed,PS,1995.0,Racing,Electronic Arts,0.56,0.38,0.0,0.07,1.0,33.91,18.99,12.89,0.0,2.37,33.91,29
2071,NFL GameDay 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.56,0.38,0.0,0.07,1.0,58.61,32.82,22.27,0.0,4.1,58.61,24
2072,Killzone: Mercenary,PSV,2013.0,Shooter,Sony Computer Entertainment Europe,0.25,0.49,0.04,0.22,1.0,66.62,16.66,32.64,2.66,14.66,66.62,11
2073,NBA Live 97,PS,1996.0,Sports,Electronic Arts,0.55,0.38,0.0,0.07,1.0,20.14,11.08,7.65,0.0,1.41,20.14,28
2074,Dynasty Warriors 3: Xtreme Legends,PS2,2002.0,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1.0,51.16,6.65,5.12,37.86,1.53,51.16,22
2075,Zoo Tycoon DS,DS,2005.0,Strategy,THQ,0.86,0.04,0.01,0.08,1.0,25.9,22.27,1.04,0.26,2.07,25.9,19
2076,Rocksmith 2014,PS3,2013.0,Misc,Ubisoft,0.51,0.27,0.05,0.15,1.0,29.85,15.22,8.06,1.49,4.48,29.85,11
2077,Dead Space 3,PS3,2013.0,Action,Electronic Arts,0.44,0.38,0.0,0.17,1.0,65.65,28.89,24.95,0.0,11.16,65.65,11
2078,Wheel of Fortune,Wii,2010.0,Misc,THQ,0.89,0.04,0.0,0.06,1.0,50.23,44.7,2.01,0.0,3.01,50.23,14
2079,Disney Infinity,PS3,2013.0,Action,Disney Interactive Studios,0.48,0.35,0.0,0.16,1.0,25.51,12.24,8.93,0.0,4.08,25.51,11
2080,Dark Souls,X360,2011.0,Role-Playing,Namco Bandai Games,0.64,0.28,0.0,0.08,1.0,38.63,24.72,10.82,0.0,3.09,38.63,13
2081,Puzzler Collection,DS,2008.0,Puzzle,Ubisoft,0.17,0.78,0.0,0.04,1.0,54.5,9.26,42.51,0.0,2.18,54.5,16
2082,Jampack Winter 2000,PS,2000.0,Misc,Sony Computer Entertainment,0.55,0.38,0.0,0.07,1.0,45.09,24.8,17.13,0.0,3.16,45.09,24
2083,Dead Space 3,X360,2013.0,Action,Electronic Arts,0.64,0.28,0.0,0.08,0.99,15.58,9.97,4.36,0.0,1.25,15.42,11
2084,Phoenix Wright: Ace Attorney,DS,2005.0,Adventure,Capcom,0.49,0.07,0.39,0.05,0.99,69.87,34.24,4.89,27.25,3.49,69.17,19
2085,NFL Fever 2002,XB,2000.0,Sports,Microsoft Game Studios,0.74,0.21,0.0,0.04,0.99,53.04,39.25,11.14,0.0,2.12,52.51,24
2086,The Simpsons: Hit & Run,GC,2003.0,Racing,Vivendi Games,0.77,0.2,0.0,0.03,0.99,14.95,11.51,2.99,0.0,0.45,14.8,21
2087,Littlest Pet Shop: Winter,DS,2008.0,Simulation,Electronic Arts,0.59,0.31,0.0,0.1,0.99,62.9,37.11,19.5,0.0,6.29,62.27,16
2088,LEGO Harry Potter: Years 5-7,X360,,Action,Warner Bros. Interactive Entertainment,0.51,0.39,0.0,0.09,0.99,23.66,12.07,9.23,0.0,2.13,23.42,0
2089,Tom Clancy's Splinter Cell: Blacklist,X360,2013.0,Action,Ubisoft,0.57,0.34,0.01,0.08,0.99,29.73,16.95,10.11,0.3,2.38,29.43,11
2090,Ace Combat X: Skies of Deception,PSP,2006.0,Simulation,Namco Bandai Games,0.37,0.31,0.12,0.19,0.99,49.3,18.24,15.28,5.92,9.37,48.81,18
2091,NCAA Football 12,X360,2011.0,Sports,Electronic Arts,0.94,0.0,0.0,0.06,0.99,52.2,49.07,0.0,0.0,3.13,51.68,13
2092,LEGO Pirates of the Caribbean: The Video Game,PS3,2011.0,Action,Disney Interactive Studios,0.36,0.46,0.0,0.17,0.99,38.0,13.68,17.48,0.0,6.46,37.62,13
2093,Band Hero,Wii,2009.0,Misc,Activision,0.6,0.3,0.0,0.09,0.99,58.8,35.28,17.64,0.0,5.29,58.21,15
2094,Cars: Race-O-Rama,Wii,2009.0,Racing,THQ,0.61,0.3,0.0,0.09,0.99,47.88,29.21,14.36,0.0,4.31,47.4,15
2095,Oddworld: Abe's Exoddus,PS,1998.0,Platform,GT Interactive,0.55,0.38,0.0,0.06,0.99,22.36,12.3,8.5,0.0,1.34,22.14,26
2096,EyePet,PS3,2009.0,Simulation,Sony Computer Entertainment,0.35,0.52,0.04,0.09,0.99,63.36,22.18,32.95,2.53,5.7,62.73,15
2097,Scooby-Doo! First Frights,Wii,2009.0,Action,Warner Bros. Interactive Entertainment,0.88,0.05,0.0,0.07,0.99,48.85,42.99,2.44,0.0,3.42,48.36,15
2098,Midnight Club: LA Remix,PSP,2008.0,Racing,Take-Two Interactive,0.52,0.28,0.0,0.19,0.99,37.99,19.75,10.64,0.0,7.22,37.61,16
2099,The Bouncer,PS2,2000.0,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99,60.78,18.23,13.98,23.1,4.86,60.17,24
2100,Guitar Hero: Aerosmith,PS3,2008.0,Misc,Activision,0.73,0.15,0.0,0.11,0.99,64.52,47.1,9.68,0.0,7.1,63.87,16
2101,WWE SmackDown vs Raw 2008,Wii,2007.0,Fighting,THQ,0.38,0.5,0.0,0.11,0.99,44.96,17.08,22.48,0.0,4.95,44.51,17
2102,FIFA Soccer 10,Wii,2009.0,Sports,Electronic Arts,0.23,0.65,0.0,0.11,0.99,24.03,5.53,15.62,0.0,2.64,23.79,15
2103,Shadow The Hedgehog,GC,2005.0,Platform,Sega,0.76,0.2,0.0,0.03,0.99,67.07,50.97,13.41,0.0,2.01,66.4,19
2104,Farming Simulator 2013,PC,2012.0,Simulation,Focus Home Interactive,0.0,0.8,0.0,0.18,0.99,27.59,0.0,22.07,0.0,4.97,27.31,12
2105,Fallout 3,PC,2008.0,Role-Playing,Bethesda Softworks,0.02,0.88,0.0,0.08,0.99,11.49,0.23,10.11,0.0,0.92,11.38,16
2106,Cars,DS,2006.0,Racing,THQ,0.85,0.05,0.0,0.08,0.98,41.11,34.94,2.06,0.0,3.29,40.29,18
2107,Pro Evolution Soccer 2008,PSP,2008.0,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.25,0.98,68.21,1.36,36.15,12.96,17.05,66.85,16
2108,Far Cry 3,PC,2012.0,Shooter,Ubisoft,0.21,0.62,0.0,0.14,0.98,60.68,12.74,37.62,0.0,8.5,59.47,12
2109,Xenoblade Chronicles,Wii,2010.0,Role-Playing,Nintendo,0.49,0.26,0.16,0.08,0.98,13.31,6.52,3.46,2.13,1.06,13.04,14
2110,Just Dance 2014,X360,2013.0,Misc,Ubisoft,0.72,0.19,0.0,0.07,0.98,24.23,17.45,4.6,0.0,1.7,23.75,11
2111,Mario Party Advance,GBA,2005.0,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98,16.29,8.14,3.1,4.56,0.33,15.96,19
2112,Sonic & Sega All-Stars Racing,PS3,2010.0,Racing,Sega,0.36,0.46,0.0,0.17,0.98,12.62,4.54,5.81,0.0,2.15,12.37,14
2113,Tetris 2,NES,1993.0,Puzzle,Nintendo,0.62,0.13,0.21,0.02,0.98,13.67,8.48,1.78,2.87,0.27,13.4,31
2114,NASCAR 99,N64,1998.0,Racing,Electronic Arts,0.94,0.04,0.0,0.01,0.98,33.97,31.93,1.36,0.0,0.34,33.29,26
2115,Air-Sea Battle,2600,,Shooter,Atari,0.91,0.06,0.0,0.01,0.98,28.3,25.75,1.7,0.0,0.28,27.73,0
2116,Suikoden III,PS2,,Role-Playing,Unknown,0.29,0.23,0.38,0.08,0.98,35.41,10.27,8.14,13.46,2.83,34.7,0
2117,Kingdom Hearts Re:coded,DS,2010.0,Role-Playing,Square Enix,0.56,0.1,0.27,0.05,0.98,69.56,38.95,6.96,18.78,3.48,68.17,14
2118,South Park: The Stick of Truth,PS3,2014.0,Role-Playing,Ubisoft,0.42,0.38,0.0,0.17,0.98,10.63,4.46,4.04,0.0,1.81,10.42,10
2119,Driver: San Francisco,PS3,2011.0,Racing,Ubisoft,0.24,0.54,0.01,0.18,0.98,63.81,15.31,34.46,0.64,11.49,62.53,13
2120,Sniper Elite V2,PS3,2012.0,Shooter,505 Games,0.38,0.39,0.06,0.15,0.98,63.71,24.21,24.85,3.82,9.56,62.44,12
2121,Far Cry 4,X360,2014.0,Shooter,Ubisoft,0.45,0.44,0.0,0.08,0.98,60.86,27.39,26.78,0.0,4.87,59.64,10
2122,Grand Theft Auto: San Andreas,PC,2005.0,Action,Take-Two Interactive,0.0,0.92,0.0,0.05,0.98,35.89,0.0,33.02,0.0,1.79,35.17,19
2123,Tom Clancy's Splinter Cell: Blacklist,PS3,2013.0,Action,Ubisoft,0.34,0.41,0.06,0.18,0.98,13.65,4.64,5.6,0.82,2.46,13.38,11
2124,Pro Evolution Soccer 2014,PS3,2013.0,Action,Konami Digital Entertainment,0.03,0.43,0.51,0.01,0.98,22.14,0.66,9.52,11.29,0.22,21.7,11
2125,Madden NFL 16,X360,2015.0,Sports,Electronic Arts,0.82,0.05,0.0,0.1,0.98,44.65,36.61,2.23,0.0,4.46,43.76,9
2126,Madden NFL 10,PS2,2009.0,Sports,Electronic Arts,0.88,0.0,0.0,0.1,0.98,39.89,35.1,0.0,0.0,3.99,39.09,15
2127,Brutal Legend,X360,2009.0,Action,Electronic Arts,0.62,0.27,0.0,0.09,0.98,46.08,28.57,12.44,0.0,4.15,45.16,15
2128,Tamagotchi Connection: Corner Shop 2,DS,2006.0,Simulation,Namco Bandai Games,0.09,0.02,0.86,0.01,0.98,51.59,4.64,1.03,44.37,0.52,50.56,18
2129,Final Fantasy Type-0,PS4,2015.0,Role-Playing,Square Enix,0.37,0.32,0.15,0.14,0.97,15.61,5.78,5.0,2.34,2.19,15.14,9
2130,Madden NFL 08,PS3,2007.0,Sports,Electronic Arts,0.89,0.01,0.0,0.08,0.97,14.57,12.97,0.15,0.0,1.17,14.13,17
2131,de Blob,Wii,2008.0,Platform,THQ,0.5,0.37,0.0,0.1,0.97,33.87,16.93,12.53,0.0,3.39,32.85,16
2132,NCAA Football 06,XB,2005.0,Sports,Electronic Arts,0.73,0.21,0.0,0.03,0.97,27.71,20.23,5.82,0.0,0.83,26.88,19
2133,Mass Effect 3,PC,2012.0,Role-Playing,Electronic Arts,0.4,0.44,0.0,0.13,0.97,44.64,17.86,19.64,0.0,5.8,43.3,12
2134,NBA 2K10,X360,2009.0,Sports,Take-Two Interactive,0.88,0.02,0.0,0.08,0.97,20.19,17.77,0.4,0.0,1.62,19.58,15
2135,Fire Emblem,GBA,2003.0,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97,25.19,12.34,4.53,7.31,0.25,24.43,21
2136,Yakuza 4,PS3,,Action,Sega,0.15,0.14,0.63,0.05,0.97,63.92,9.59,8.95,40.27,3.2,62.0,0
2137,Skylanders: Spyro's Adventure,X360,2011.0,Action,Activision,0.53,0.35,0.0,0.1,0.97,60.68,32.16,21.24,0.0,6.07,58.86,13
2138,Club Penguin: Game Day!,Wii,2010.0,Sports,Disney Interactive Studios,0.56,0.33,0.0,0.08,0.97,14.82,8.3,4.89,0.0,1.19,14.38,14
2139,NHL 2004,PS2,2003.0,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.97,40.63,19.1,15.03,0.0,4.88,39.41,21
2140,Grand Theft Auto: Vice City Stories,PS2,2007.0,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97,38.1,29.72,1.14,1.14,4.95,36.96,17
2141,NBA 2K16,X360,2015.0,Sports,Take-Two Interactive,0.77,0.1,0.0,0.1,0.97,54.51,41.97,5.45,0.0,5.45,52.87,9
2142,FIFA Soccer 2005,XB,2004.0,Sports,Electronic Arts,0.33,0.6,0.0,0.04,0.97,25.46,8.4,15.28,0.0,1.02,24.7,20
2143,LEGO The Lord of the Rings,Wii,2012.0,Action,Warner Bros. Interactive Entertainment,0.52,0.37,0.0,0.08,0.97,43.98,22.87,16.27,0.0,3.52,42.66,12
2144,Romancing SaGa,SNES,1992.0,Role-Playing,SquareSoft,0.0,0.0,0.97,0.0,0.97,52.31,0.0,0.0,50.74,0.0,50.74,32
2145,Donkey Kong Junior,2600,1981.0,Platform,Atari,0.9,0.05,0.0,0.01,0.97,34.52,31.07,1.73,0.0,0.35,33.48,43
2146,LEGO Star Wars II: The Original Trilogy,GC,2006.0,Action,LucasArts,0.75,0.19,0.0,0.03,0.97,65.26,48.95,12.4,0.0,1.96,63.3,18
2147,LEGO Harry Potter: Years 5-7,PS3,,Action,Warner Bros. Interactive Entertainment,0.36,0.45,0.0,0.16,0.97,31.03,11.17,13.96,0.0,4.96,30.1,0
2148,Final Fantasy X / X-2 HD Remaster,PSV,2013.0,Role-Playing,Square Enix,0.21,0.31,0.28,0.16,0.97,36.19,7.6,11.22,10.13,5.79,35.1,11
2149,Medal of Honor: Underground,PS,2000.0,Shooter,Electronic Arts,0.54,0.37,0.0,0.06,0.97,47.64,25.73,17.63,0.0,2.86,46.21,24
2150,The Sims 2,DS,2005.0,Simulation,Electronic Arts,0.82,0.07,0.0,0.07,0.96,28.5,23.37,2.0,0.0,2.0,27.36,19
2151,Dark Cloud 2,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96,19.41,7.38,4.85,5.05,1.36,18.63,22
2152,Jampack Summer '99,PS,1999.0,Misc,Sony Computer Entertainment,0.54,0.36,0.0,0.06,0.96,26.04,14.06,9.37,0.0,1.56,25.0,25
2153,PlayStation All-Stars Battle Royale,PS3,2012.0,Action,Sony Computer Entertainment,0.5,0.28,0.04,0.14,0.96,11.73,5.86,3.28,0.47,1.64,11.26,12
2154,Dance Dance Revolution 2nd ReMIX,PS,1999.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.9,0.06,0.96,65.06,0.0,0.0,58.55,3.9,62.46,25
2155,Monster High: Ghoul Spirit,DS,2011.0,Misc,THQ,0.72,0.17,0.0,0.07,0.96,53.14,38.26,9.03,0.0,3.72,51.01,13
2156,Dragon Quest X,Wii,2012.0,Role-Playing,Square Enix,0.0,0.0,0.96,0.0,0.96,12.33,0.0,0.0,11.84,0.0,11.84,12
2157,LEGO Pirates of the Caribbean: The Video Game,DS,2011.0,Action,Disney Interactive Studios,0.37,0.49,0.0,0.1,0.96,35.78,13.24,17.53,0.0,3.58,34.35,13
2158,Gangs of London,PSP,2006.0,Adventure,Sony Computer Entertainment,0.3,0.44,0.0,0.22,0.96,21.01,6.3,9.24,0.0,4.62,20.17,18
2159,Mortal Kombat Trilogy,N64,1996.0,Fighting,GT Interactive,0.72,0.22,0.0,0.02,0.96,10.38,7.47,2.28,0.0,0.21,9.96,28
